ID_SCENARIO,COD_SEGMENTO,COD_MATR_MODEL_ID,COD_MATR_KEY_ID,COD_MACROAGGREGATO,COD_RATING_IN,COD_RATING_OUT,NUM_RIGA,NUM_COLONNA,COD_PD_CUM_FORWARD,NUM_ANNO_RIF,COD_TRIM_RIF,VAL_DISTR_TTC,VAL_DISTR_T0,VAL_DISTR_T1,VAL_DISTR_T2,VAL_DISTR_T3,VAL_DISTR_T4,VAL_DISTR_T5,VAL_DISTR_T6,VAL_DISTR_T7,VAL_DISTR_T8,VAL_DISTR_T9,VAL_DISTR_T10,ID_VERSIONE,DAT_REPORT
,CO,COLC2,,FP,D,R3,19,16,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,TRASPORTI,D,R3,19,16,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,MANIFATTURA,D,R3,16,13,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO5,,IF,D,R4,21,19,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,R4,20,18,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,MICR6,,FP,D,R5,14,13,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TMKT_USA,D,R5,16,15,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COSTRUZIONI,D,R5,16,15,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COSTRUZIONI,D,R5,19,18,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ESTERO,NA,D,S2,18,2,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ITALIA,ITA_RA,D,S3,18,3,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ITALIA,ITA_RA,D,S3,18,3,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ITALIA,ITA_RA,D,S5,18,5,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ITALIA,ITA_RA,D,S9,18,9,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,NF,D,I1A,19,1,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,NF,D,I1A,19,1,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,MANIFATTURA,D,I1A,19,1,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,TMKT_USA,D,I1B,19,2,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,RESIDUO,D,I1B,19,2,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,MANIFATTURA,D,I1C,19,3,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FP,D,I1C,19,3,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,I1C,20,3,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,IF,D,I1D,19,4,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,MANIFATTURA,D,I1D,19,4,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO5,,IF,D,I1E,21,5,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ESTERO,NA,D,S15,18,15,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ESTERO,NA,D,S17,18,17,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT01,15,1,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT02,15,2,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPRE08,FC,D,RT03,15,3,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPOST08,FC,D,RT03,15,3,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT07,15,7,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPOST08,FC,D,RT08,15,8,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT09,15,9,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPOST08,FC,D,RT12,15,12,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPRE08,FC,D,RT13,15,13,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT14,15,14,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT14,15,14,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TMKT_USA,D,I1,16,1,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SR001,,FP,D,I2,16,2,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,MANIFATTURA,D,I2,16,2,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,MANIFATTURA,D,I2,16,2,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,MANIFATTURA,D,I2,19,5,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,MANIFATTURA,D,I2,19,5,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COSTRUZIONI,D,I3,19,6,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,MANIFATTURA,D,I3,16,3,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,FP,D,I3,16,3,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COMMERCIO,D,I4,16,4,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COMMERCIO,D,I4,16,4,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,NF,D,I4,19,7,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COSTRUZIONI,D,I5,19,8,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO5,,IF,D,I5,21,10,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,IF,D,I5,16,5,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,I5,20,10,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,NF,D,I5,19,8,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FP,D,I5,19,8,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,I6,20,11,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COMMERCIO,D,I6,16,6,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RED,COIM4,,COSTRUZIONI,D,I6,13,3,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,FP,D,I6,16,6,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,NF,D,I6,19,9,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SMER6,,FP,D,M1,14,5,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COSTRUZIONI,D,M1,16,7,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FC,D,M1,19,10,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,MICR6,,FP,D,M1,14,5,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,ESP,COM03,,ITA_RA,D,M1,16,7,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,ESP,COM03,,ITA_RA,D,M1,16,7,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,IF,D,M2,19,11,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SR001,,FP,D,M2,16,8,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,RESIDUO,D,M2,19,11,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,MANIFATTURA,D,M3,19,12,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO5,,IF,D,M3,21,14,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,M3,16,9,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COSTRUZIONI,D,M3,16,9,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SMER6,,FP,D,M3,14,7,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TRASPORTI,D,M4,16,10,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,RESIDUO,D,M4,19,13,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FC,D,M4,19,13,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,FS,PRFI2,,NA,D,M4,8,6,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TMKT_USA,D,M4,16,10,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,TMKT_USA,D,M4,19,13,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COSTRUZIONI,D,M4,19,13,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,M4,16,10,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COSTRUZIONI,D,R1,19,14,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,MANIFATTURA,D,R1,16,11,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,R2,16,12,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,IF,D,R2,19,15,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COSTRUZIONI,D,R2,16,12,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,MANIFATTURA,D,R3,19,16,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,NF,D,R3,19,16,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SR001,,FP,D,R3,16,13,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,RESIDUO,D,R3,19,16,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FC,D,R3,19,16,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FC,D,R3,19,16,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,R4,16,14,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RED,COIM4,,COSTRUZIONI,D,R4,13,11,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RED,COIM4,,COSTRUZIONI,D,R4,13,11,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COMMERCIO,D,R4,19,17,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SMER6,,FP,D,R4,14,12,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,RESIDUO,D,R5,19,18,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SMER6,,FP,D,R5,14,13,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,IF,D,R5,16,15,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ESTERO,NA,D,S7,18,7,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ESTERO,NA,D,S8,18,8,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FP,D,I1A,19,1,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,RESIDUO,D,I1A,19,1,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,NF,D,I1A,19,1,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO5,,IF,D,I1B,21,2,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COSTRUZIONI,D,I1B,19,2,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,IF,D,I1C,19,3,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,I1C,20,3,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,IF,D,I1D,19,4,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,I1F,20,6,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SO,RPGES,ESTERO,NA,D,S16,18,16,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPRE08,FC,D,RT02,15,2,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT03,15,3,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT03,15,3,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPRE08,FC,D,RT05,15,5,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPOST08,FC,D,RT06,15,6,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT06,15,6,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPRE08,FC,D,RT07,15,7,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT07,15,7,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,MT,MORE1,MTPOST08,FC,D,RT07,15,7,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RE,MORE1,OTHER,FC,D,RT13,15,13,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TMKT_USA,D,I1,16,1,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,FC,D,I1,16,1,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,I1,16,1,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,I1,16,1,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,I2,16,2,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TRASPORTI,D,I2,16,2,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SMER6,,FP,D,I3,14,1,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,ESP,COM03,,ITA_RA,D,I3,16,3,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO5,,IF,D,I3,21,8,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SMER6,,FP,D,I4,14,2,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,IF,D,I4,16,4,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,I4,20,9,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,ESP,COM03,,ITA_RA,D,I4,16,4,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FC,D,I4,19,7,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,MANIFATTURA,D,I6,16,6,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,ESP,COM03,,ITA_RA,D,I6,16,6,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TMKT_USA,D,I6,16,6,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,FS,PRFI2,,NA,D,I6,8,2,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,FP,D,I6,16,6,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TRASPORTI,D,M1,16,7,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,IF,D,M1,19,10,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,M1,20,12,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COMMERCIO,D,M1,19,10,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,IF,D,M2,16,8,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO4,,IF,D,M2,20,13,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TMKT_USA,D,M2,16,8,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COSTRUZIONI,D,M3,19,12,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FP,D,M3,19,12,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COSTRUZIONI,D,M3,16,9,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,RESIDUO,D,M4,19,13,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FC,D,M4,19,13,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COSTRUZIONI,D,M4,16,10,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COMMERCIO,D,M4,16,10,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,FP,D,M4,16,10,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,M4,16,10,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,MICR6,,FP,D,R1,14,9,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,NF,D,R1,19,14,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,COSTRUZIONI,D,R1,16,11,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COMMERCIO,D,R2,19,15,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,IF,D,R3,19,16,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,TMKT_USA,D,R3,16,13,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,IF,D,R3,19,16,Y0_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,RESIDUO,D,R3,16,13,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,MICR6,,FP,D,R3,14,11,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FP,D,R3,19,16,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,SR,SMER6,,FP,D,R3,14,11,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,COSTRUZIONI,D,R3,19,16,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RED,COIM4,,COSTRUZIONI,D,R3,13,10,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,RED,COIM4,,COSTRUZIONI,D,R3,13,10,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,BA,BANO5,,IF,D,R4,21,19,Y_1_T4,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,MANIFATTURA,D,R4,16,14,Y1_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,MANIFATTURA,D,R4,16,14,Y2_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,COLC2,,FC,D,R4,19,17,Y5_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,NF,D,R4,16,14,Y3_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
,CO,CODO6,,NF,D,R5,16,15,Y4_T4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,2021-09-30
